Mass Number (A),Atomic Number (Z),Element,Half-Life (s),Beta Branch Ratio,Beta Partial Half-Life (log(s)),Q_beta- WS4 (keV),Q_beta- WS4+RBF (keV),Pairing Term,Predicted Half-Life (log(s)),Uncertainty (std dev),Lower CI (95%),Upper CI (95%)
324.0,110.0,,,,,6972.300000000047,6969.400000000023,1,-0.66646093,0.3873487,-1.4256644,0.09274256
325.0,110.0,,,,,8112.000000000058,8109.100000000035,0,-0.67518,0.35524657,-1.3714633,0.021103263
326.0,110.0,,,,,7385.499999999942,7382.599999999977,1,-0.77065855,0.38202226,-1.5194222,-0.021894932
327.0,110.0,,,,,8690.600000000035,8687.700000000012,0,-0.713893,0.35780895,-1.4151986,-0.012587428
328.0,110.0,,,,,7932.000000000058,7929.100000000035,1,-0.9169164,0.37650028,-1.6548569,-0.17897582
329.0,110.0,,,,,9055.0,9052.100000000037,0,-0.75077766,0.3601614,-1.456694,-0.044861317
330.0,110.0,,,,,8302.900000000023,8300.000000000058,1,-0.98922396,0.3752475,-1.724709,-0.25373882
331.0,110.0,,,,,9530.499999999942,9527.600000000037,0,-0.7999334,0.36331055,-1.512022,-0.08784467
332.0,110.0,,,,,8831.599999999977,8828.799999999988,1,-1.0383961,0.37849987,-1.7802558,-0.2965364
333.0,110.0,,,,,9937.199999999952,9934.400000000023,0,-0.84149003,0.36599338,-1.558837,-0.124143004
334.0,110.0,,,,,9256.100000000037,9253.299999999988,1,-1.0788072,0.38118955,-1.8259387,-0.3316757
335.0,110.0,,,,,10554.500000000058,10551.700000000012,0,-0.90695685,0.37023872,-1.6326247,-0.18128896
336.0,110.0,,,,,9921.5,9918.599999999977,1,-1.1561393,0.38633245,-1.9133508,-0.39892763
337.0,110.0,,,,,11146.599999999977,11143.699999999952,0,-0.9740504,0.37460268,-1.7082717,-0.23982912
338.0,110.0,,,,,10487.299999999988,10484.399999999963,1,-1.2250057,0.3909525,-1.9912727,-0.45873886
339.0,110.0,,,,,11682.400000000023,11679.499999999942,0,-1.034572,0.3785763,-1.7765815,-0.29256243
340.0,110.0,,,,,10984.200000000012,10981.299999999988,1,-1.28982,0.39533064,-2.064668,-0.5149719
341.0,110.0,,,,,12059.000000000058,12056.09999999992,0,-1.0765102,0.38135284,-1.8239617,-0.3290586
342.0,110.0,,,,,11389.0,11386.099999999977,1,-1.3428147,0.39894068,-2.1247385,-0.5608909
343.0,110.0,,,,,12622.799999999988,12619.900000000023,0,-1.1403004,0.3856035,-1.8960832,-0.38451755
344.0,110.0,,,,,11919.399999999963,11916.5,1,-1.4119282,0.4036878,-2.2031562,-0.62070006
345.0,110.0,,,,,12970.299999999988,12967.399999999963,0,-1.1788418,0.38819394,-1.939702,-0.41798168
346.0,110.0,,,,,12374.700000000012,12371.799999999988,1,-1.4714038,0.4078101,-2.2707117,-0.672096
347.0,110.0,,,,,13312.799999999988,13309.900000000023,0,-1.2185924,0.3908751,-1.9847076,-0.45247722
348.0,110.0,,,,,12500.299999999988,12497.400000000023,1,-1.4885677,0.4090088,-2.290225,-0.68691045
349.0,110.0,,,,,13603.399999999963,13600.400000000023,0,-1.2554613,0.3933663,-2.0264592,-0.48446333
350.0,110.0,,,,,12981.5,12978.599999999977,1,-1.5513673,0.4134086,-2.361648,-0.7410864
288.0,111.0,,,,,493.6000000000058,491.5,-1,5.1073637,1.3346783,2.4913943,7.7233334
290.0,111.0,,,,,1141.1000000000058,1138.6000000000058,-1,4.5716124,1.2086116,2.2027335,6.940491
291.0,111.0,,,,,277.1000000000058,274.6000000000058,0,4.577673,1.2100027,2.2060678,6.949278
292.0,111.0,,,,,2053.2999999999884,2050.700000000012,-1,3.8535054,1.0497966,1.7959039,5.911107
293.0,111.0,,,,,1123.8999999999942,1121.2000000000116,0,3.8253086,1.0438106,1.7794397,5.8711777
294.0,111.0,,,,,2630.400000000024,2627.600000000006,-1,3.4156277,0.9590544,1.535881,5.2953744
295.0,111.0,,,,,1782.5,1779.7000000000116,0,3.2476895,0.92552966,1.4336513,5.0617275
296.0,111.0,,,,,3896.899999999994,3893.999999999971,-1,2.466554,0.77919734,0.9393271,3.9937806
297.0,111.0,,,,,2949.800000000017,2946.899999999994,0,2.2337816,0.73870516,0.7859194,3.6816437
298.0,111.0,,,,,4225.100000000006,4222.200000000012,-1,2.2173545,0.7359023,0.774986,3.659723
299.0,111.0,,,,,2997.600000000006,2994.700000000012,0,2.1973026,0.73249036,0.7616215,3.6329837
300.0,111.0,,,,,3828.600000000006,3825.700000000012,-1,2.497294,0.78465253,0.9593749,4.035213
301.0,111.0,,,,,2750.200000000012,2747.399999999994,0,2.4148564,0.77007955,0.90550053,3.9242125
302.0,111.0,,,,,4247.399999999994,4244.499999999971,-1,2.18199,0.72989225,0.75140107,3.6125789
303.0,111.0,,,,,3106.5999999999767,3103.79999999996,0,2.1129637,0.71825814,0.70517766,3.5207496
304.0,111.0,,,,,4258.099999999977,4255.200000000012,-1,2.1646292,0.7269543,0.7397988,3.5894597
305.0,111.0,,,,,3240.100000000006,3237.200000000012,0,2.0020592,0.69983244,0.63038766,3.3737307
306.0,111.0,,,,,4630.899999999994,4628.100000000035,-1,1.887696,0.68117666,0.5525898,3.2228022
307.0,111.0,,,,,3776.0999999999767,3773.1999999999534,0,1.5492303,0.62801206,0.3183267,2.780134
308.0,111.0,,,,,5201.8000000000175,5198.900000000023,-1,1.4677691,0.6156727,0.26105058,2.6744876
309.0,111.0,,,,,4247.100000000006,4244.199999999983,0,1.1618094,0.5708992,0.042847037,2.2807717
310.0,111.0,,,,,5534.500000000029,5531.700000000012,-1,1.2190118,0.579082,0.08401096,2.3540125
311.0,111.0,,,,,4730.700000000012,4727.899999999994,0,0.792141,0.52008265,-0.22722095,1.8115029
312.0,111.0,,,,,6167.5,6164.699999999983,-1,0.7933597,0.5202444,-0.22631937,1.8130388
313.0,111.0,,,,,5305.0,5302.199999999983,0,0.35435098,0.46445245,-0.55597585,1.2646778
314.0,111.0,,,,,6720.299999999988,6717.499999999942,-1,0.4236601,0.47293624,-0.50329494,1.3506151
315.0,111.0,,,,,5881.0,5878.200000000012,0,-0.056622386,0.41658837,-0.8731356,0.75989085
316.0,111.0,,,,,7074.0,7071.199999999953,-1,0.18273318,0.44396055,-0.6874295,1.0528958
317.0,111.0,,,,,6179.799999999988,6177.0,0,-0.49771488,0.36523122,-1.2135681,0.21813834
318.0,111.0,,,,,7426.499999999942,7423.699999999953,-1,-0.34038404,0.3742527,-1.0739193,0.39315125
319.0,111.0,,,,,6490.399999999965,6487.699999999953,0,-0.5529504,0.35676885,-1.2522173,0.14631659
320.0,111.0,,,,,7636.400000000023,7633.599999999977,-1,-0.42340043,0.3634945,-1.1358496,0.28904876
321.0,111.0,,,,,6797.800000000047,6795.099999999977,0,-0.5929944,0.3529941,-1.2848629,0.09887409
322.0,111.0,,,,,8139.299999999988,8136.5,-1,-0.51766783,0.35145438,-1.2065184,0.17118275
323.0,111.0,,,,,7372.600000000035,7369.900000000023,0,-0.7298902,0.35282964,-1.4214363,-0.038344145
324.0,111.0,,,,,8691.899999999965,8689.199999999953,-1,-0.5033867,0.35210162,-1.1935059,0.18673253
325.0,111.0,,,,,7906.200000000012,7903.5,0,-0.80279595,0.36124766,-1.5108414,-0.09475052
326.0,111.0,,,,,9051.100000000037,9048.400000000023,-1,-0.52587056,0.35215446,-1.2160933,0.16435218
327.0,111.0,,,,,8306.799999999988,8304.000000000058,0,-0.860092,0.36689666,-1.5792094,-0.14097452
328.0,111.0,,,,,9637.899999999963,9635.199999999952,-1,-0.6851959,0.35294908,-1.3769761,0.0065842867
329.0,111.0,,,,,8877.400000000023,8874.600000000035,0,-0.93814045,0.3718745,-1.6670145,-0.20926642
330.0,111.0,,,,,10001.100000000037,9998.399999999963,-1,-0.78054035,0.355096,-1.4765285,-0.08455217
331.0,111.0,,,,,9232.099999999977,9229.399999999963,0,-0.98716974,0.37502965,-1.7222278,-0.2521116
332.0,111.0,,,,,10456.400000000023,10453.599999999977,-1,-0.84732974,0.36301824,-1.5588455,-0.13581395
333.0,111.0,,,,,9722.700000000012,9719.899999999963,0,-1.0547403,0.37943238,-1.7984278,-0.31105286
334.0,111.0,,,,,10845.099999999977,10842.299999999988,-1,-0.9043538,0.36969054,-1.6289473,-0.17976034
335.0,111.0,,,,,10158.0,10155.200000000012,0,-1.1148515,0.38338488,-1.8662858,-0.3634171
336.0,111.0,,,,,11428.700000000012,11426.000000000058,-1,-0.98447526,0.37485468,-1.7191905,-0.24976003
337.0,111.0,,,,,10781.900000000023,10779.200000000012,0,-1.2004106,0.38906896,-1.9629858,-0.43783545
338.0,111.0,,,,,12061.400000000023,12058.700000000012,-1,-1.0712217,0.38051268,-1.8170266,-0.3254168
339.0,111.0,,,,,11388.299999999988,11385.500000000058,0,-1.2836084,0.394662,-2.057146,-0.5100709
340.0,111.0,,,,,12566.299999999988,12563.599999999977,-1,-1.140724,0.38509643,-1.8955129,-0.38593495
341.0,111.0,,,,,11878.499999999942,11875.70000000007,0,-1.3511274,0.3992491,-2.1336555,-0.5685991
342.0,111.0,,,,,12963.099999999977,12960.400000000023,-1,-1.1956404,0.38875014,-1.9575907,-0.4336902
343.0,111.0,,,,,12284.200000000012,12281.399999999963,0,-1.4072447,0.40309456,-2.19731,-0.61717933
344.0,111.0,,,,,13541.100000000037,13538.400000000023,-1,-1.2750062,0.39408058,-2.047404,-0.50260824
345.0,111.0,,,,,12822.5,12819.700000000012,0,-1.4812536,0.40821192,-2.281349,-0.68115824
346.0,111.0,,,,,13871.900000000023,13869.100000000037,-1,-1.3210173,0.39719808,-2.0995255,-0.542509
347.0,111.0,,,,,13271.5,13268.699999999952,0,-1.5432134,0.4125365,-2.351785,-0.7346418
348.0,111.0,,,,,14292.0,14289.199999999952,-1,-1.3790777,0.40116054,-2.1653523,-0.592803
349.0,111.0,,,,,13438.399999999963,13435.599999999977,0,-1.5671093,0.41421425,-2.3789692,-0.7552494
350.0,111.0,,,,,14456.899999999963,14454.100000000037,-1,-1.4027038,0.40278217,-2.1921568,-0.6132507
295.0,112.0,,,,,575.8000000000175,573.8999999999942,0,4.006724,1.128289,1.7952774,6.21817
297.0,112.0,,,,,1824.5999999999767,1822.5,0,2.7991028,0.8492963,1.134482,4.4637237
298.0,112.0,,,,,905.3999999999652,903.2000000000116,1,3.438173,0.9697218,1.5375183,5.338828
299.0,112.0,,,,,2190.600000000006,2188.399999999994,0,2.4629254,0.77855504,0.9369575,3.9888935
300.0,112.0,,,,,1074.3999999999942,1072.0999999999767,1,3.2593772,0.93758816,1.4217044,5.09705
301.0,112.0,,,,,1965.1999999999823,1962.8000000000168,0,2.6716838,0.81759614,1.0691953,4.2741723
302.0,112.0,,,,,623.5000000000291,621.2000000000116,1,3.745414,1.0320615,1.7225735,5.7682543
303.0,112.0,,,,,2139.700000000012,2137.300000000017,0,2.5088737,0.7867141,0.96691406,4.050833
304.0,112.0,,,,,1109.3000000000177,1106.8999999999942,1,3.2248473,0.93423355,1.3937495,5.0559454
305.0,112.0,,,,,2155.200000000012,2152.700000000012,0,2.494331,0.78412557,0.9574448,4.031217
306.0,112.0,,,,,980.1000000000058,977.5999999999768,1,3.3627946,0.9617966,1.4776733,5.247916
307.0,112.0,,,,,2339.899999999994,2337.500000000029,0,2.3211124,0.75372773,0.843806,3.7984188
308.0,112.0,,,,,1449.7999999999884,1447.3999999999942,1,2.8668737,0.87178075,1.1581835,4.575564
309.0,112.0,,,,,2871.399999999994,2868.900000000024,0,1.8259232,0.6712453,0.5102824,3.141564
310.0,112.0,,,,,1990.6999999999823,1988.200000000012,1,2.2955961,0.77466977,0.7772434,3.8139489
311.0,112.0,,,,,3230.2999999999884,3227.800000000017,0,1.4915891,0.6192626,0.27783442,2.7053437
312.0,112.0,,,,,2370.200000000012,2367.600000000006,1,1.8951421,0.71142095,0.500757,3.2895272
313.0,112.0,,,,,3822.100000000006,3819.600000000006,0,0.9408842,0.5401016,-0.11771494,1.9994833
314.0,112.0,,,,,2953.800000000017,2951.300000000017,1,1.1914487,0.62833476,-0.04008746,2.4229848
315.0,112.0,,,,,4367.400000000023,4364.899999999965,0,0.464917,0.4780436,-0.47204846,1.4018824
316.0,112.0,,,,,3542.3000000000466,3539.8000000000466,1,0.46375185,0.5546673,-0.6233961,1.5508997
317.0,112.0,,,,,4833.799999999988,4831.300000000047,0,0.122626126,0.4369555,-0.73380667,0.9790589
318.0,112.0,,,,,4022.300000000047,4019.800000000047,1,0.08861947,0.5069395,-0.9049819,1.0822208
319.0,112.0,,,,,5312.700000000012,5310.100000000035,0,-0.19388852,0.4024959,-0.98278046,0.5950035
320.0,112.0,,,,,4377.099999999977,4374.599999999977,1,-0.051531255,0.48133695,-0.9949517,0.8918892
321.0,112.0,,,,,5548.099999999977,5545.600000000035,0,-0.30897444,0.3914309,-1.076179,0.45823014
322.0,112.0,,,,,4665.799999999988,4663.299999999988,1,-0.22592384,0.45979697,-1.127126,0.67527825
323.0,112.0,,,,,5967.800000000047,5965.199999999953,0,-0.43130958,0.3756897,-1.1676614,0.3050422
324.0,112.0,,,,,5154.0,5151.400000000023,1,-0.5125749,0.4306757,-1.3566992,0.33154947
325.0,112.0,,,,,6441.699999999953,6439.100000000035,0,-0.5191753,0.36197758,-1.2286513,0.19030076
326.0,112.0,,,,,5615.5,5612.900000000023,1,0.115519404,0.47739968,-0.820184,1.0512228
327.0,112.0,,,,,6744.399999999965,6741.899999999965,0,-0.6147109,0.35535723,-1.3112111,0.081789255
328.0,112.0,,,,,5967.300000000047,5964.700000000012,1,-0.034620285,0.46528438,-0.94657767,0.8773371
329.0,112.0,,,,,7294.400000000023,7291.899999999965,0,-0.7467671,0.3596872,-1.4517541,-0.041780174
330.0,112.0,,,,,6551.999999999942,6549.400000000023,1,-0.29306173,0.44415113,-1.1635981,0.57747453
331.0,112.0,,,,,7693.600000000035,7691.0,0,-0.7993914,0.36291432,-1.5107036,-0.08807927
332.0,112.0,,,,,6910.399999999965,6907.800000000047,1,-0.4453748,0.43265828,-1.293385,0.40263546
333.0,112.0,,,,,8107.899999999965,8105.300000000047,0,-0.84965277,0.36599204,-1.5669972,-0.13230836
334.0,112.0,,,,,7351.300000000047,7348.700000000012,1,-0.63646054,0.41834965,-1.4564259,0.18350482
335.0,112.0,,,,,8480.799999999988,8478.199999999953,0,-0.8925948,0.36860186,-1.6150545,-0.17013514
336.0,112.0,,,,,7775.0,7772.399999999965,1,-0.8194627,0.4050429,-1.6133468,-0.025578618
337.0,112.0,,,,,9052.700000000012,9050.100000000037,0,-0.95851624,0.37263855,-1.6888878,-0.22814465
338.0,112.0,,,,,8405.899999999965,8403.200000000012,1,-1.0547061,0.39160958,-1.8222609,-0.28715128
339.0,112.0,,,,,9721.700000000012,9719.099999999977,0,-1.0272384,0.37685594,-1.765876,-0.28860068
340.0,112.0,,,,,9051.899999999963,9049.300000000048,1,-1.2191064,0.38899535,-1.9815373,-0.45667553
341.0,112.0,,,,,10212.900000000023,10210.299999999988,0,-1.0736941,0.37972304,-1.8179512,-0.32943696
342.0,112.0,,,,,9526.400000000023,9523.700000000012,1,-1.2818122,0.39305723,-2.0522044,-0.51142
343.0,112.0,,,,,10651.099999999977,10648.5,0,-1.114689,0.38226703,-1.8639324,-0.3654456
344.0,112.0,,,,,9971.0,9968.299999999988,1,-1.3393085,0.3967986,-2.1170337,-0.5615832
345.0,112.0,,,,,11232.0,11229.300000000048,0,-1.1720965,0.3858596,-1.9283813,-0.41581166
346.0,112.0,,,,,10548.399999999963,10545.799999999988,1,-1.4133378,0.40164834,-2.2005687,-0.62610704
347.0,112.0,,,,,11590.799999999988,11588.100000000037,0,-1.2068621,0.38804397,-1.9674282,-0.44629592
348.0,112.0,,,,,10955.899999999963,10953.200000000012,1,-1.4550052,0.40435246,-2.247536,-0.66247433
349.0,112.0,,,,,12054.200000000012,12051.500000000058,0,-1.2526891,0.39094093,-2.0189333,-0.4864449
350.0,112.0,,,,,11370.200000000012,11367.5,1,-1.4967132,0.40707013,-2.2945707,-0.6988557
292.0,113.0,,,,,250.30000000001743,250.1999999999825,-1,5.7540503,1.4947352,2.8243692,8.683731
294.0,113.0,,,,,780.5000000000291,779.8999999999942,-1,5.187415,1.3540385,2.5334997,7.8413305
296.0,113.0,,,,,1421.5,1420.500000000029,-1,4.502273,1.1927558,2.1644716,6.8400745
297.0,113.0,,,,,648.0,646.7999999999884,0,4.94135,1.2949542,2.4032397,7.4794602
298.0,113.0,,,,,2891.400000000024,2890.0,-1,2.9706922,0.8718149,1.2619349,4.6794496
299.0,113.0,,,,,2010.0999999999767,2008.6000000000056,0,3.4474995,0.9654978,1.5551238,5.339875
300.0,113.0,,,,,3394.800000000017,3393.200000000012,-1,2.4821417,0.7819604,0.94949925,4.0147843
301.0,113.0,,,,,2204.899999999994,2203.200000000012,0,3.2420785,0.9244219,1.4302115,5.0539455
302.0,113.0,,,,,3386.2999999999884,3384.5,-1,2.488509,0.78309095,0.9536506,4.0233674
303.0,113.0,,,,,1913.999999999971,1912.1000000000056,0,3.5716727,0.99084455,1.6296173,5.513728
304.0,113.0,,,,,3223.6999999999825,3221.800000000017,-1,2.6430545,0.8108607,1.0537674,4.232342
305.0,113.0,,,,,2262.399999999994,2260.5,0,3.1970403,0.91555995,1.4025428,4.991538
306.0,113.0,,,,,3524.399999999994,3522.400000000024,-1,2.362706,0.76095396,0.8712362,3.8541756
307.0,113.0,,,,,2293.100000000035,2290.999999999971,0,3.1723647,0.91072667,1.3873404,4.957389
308.0,113.0,,,,,3517.5,3515.399999999994,-1,2.3676436,0.76181495,0.8744862,3.860801
309.0,113.0,,,,,2614.899999999994,2612.7999999999884,0,2.8278944,0.84318113,1.1752594,4.48053
310.0,113.0,,,,,4023.500000000029,4021.299999999989,-1,1.9144559,0.6855105,0.57085526,3.2580566
311.0,113.0,,,,,3153.899999999994,3151.6999999999825,0,2.26381,0.7342346,0.82471013,3.7029097
312.0,113.0,,,,,4422.200000000012,4420.100000000006,-1,1.5565157,0.6291242,0.3234322,2.7895992
313.0,113.0,,,,,3488.399999999994,3486.200000000012,0,1.9315538,0.6751856,0.60818994,3.2549176
314.0,113.0,,,,,4949.200000000041,4947.000000000029,-1,1.1130338,0.5741111,-0.012223959,2.2382915
315.0,113.0,,,,,4078.0,4075.8000000000175,0,1.340651,0.57861745,0.20656085,2.4747412
316.0,113.0,,,,,5482.099999999977,5479.799999999988,-1,0.7095054,0.54533917,-0.35935944,1.7783701
317.0,113.0,,,,,4570.400000000023,4568.099999999977,0,0.87482077,0.5108898,-0.12652332,1.8761649
318.0,113.0,,,,,5869.0,5866.800000000047,-1,0.4456815,0.5176636,-0.56893915,1.4603021
319.0,113.0,,,,,5025.200000000012,5022.899999999965,0,0.46863395,0.45850158,-0.43002915,1.367297
320.0,113.0,,,,,6332.5,6330.200000000012,-1,0.16041476,0.4738432,-0.76831794,1.0891474
321.0,113.0,,,,,5468.5,5466.199999999953,0,0.13212138,0.4204486,-0.6919579,0.95620066
322.0,113.0,,,,,6658.4000000000815,6656.100000000035,-1,-0.04215616,0.44312888,-0.9106888,0.8263765
323.0,113.0,,,,,5773.699999999953,5771.400000000023,0,-0.08984357,0.39695868,-0.8678826,0.68819547
324.0,113.0,,,,,7061.299999999988,7058.999999999942,-1,-0.2341407,0.40738833,-1.0326219,0.5643405
325.0,113.0,,,,,6194.099999999977,6191.799999999988,0,-0.34615287,0.37326264,-1.0777477,0.38544193
326.0,113.0,,,,,7470.899999999965,7468.599999999977,-1,-0.4216131,0.37640452,-1.1593659,0.31613976
327.0,113.0,,,,,6608.200000000012,6605.799999999988,0,-0.55656314,0.3568813,-1.2560505,0.14292419
328.0,113.0,,,,,7799.399999999965,7797.099999999977,-1,-0.56972617,0.3584111,-1.272212,0.13275963
329.0,113.0,,,,,6984.199999999953,6981.799999999988,0,-0.6879821,0.35641405,-1.3865536,0.01058948
330.0,113.0,,,,,8280.400000000081,8277.999999999942,-1,-0.65721273,0.35086322,-1.3449047,0.030479193
331.0,113.0,,,,,7524.800000000047,7522.400000000023,0,-0.7776418,0.36157236,-1.4863236,-0.06895995
332.0,113.0,,,,,8674.200000000012,8671.79999999993,-1,-0.6579165,0.35139507,-1.3466508,0.030817866
333.0,113.0,,,,,7880.900000000023,7878.5,0,-0.7292787,0.34622043,-1.4078708,-0.050686598
334.0,113.0,,,,,9063.099999999977,9060.700000000012,-1,-0.5292183,0.35906187,-1.2329795,0.17454296
335.0,113.0,,,,,8248.100000000035,8245.700000000012,0,-0.7559662,0.34471658,-1.4316107,-0.08032167
336.0,113.0,,,,,9385.200000000012,9382.799999999988,-1,-0.5986314,0.35150898,-1.2875891,0.09032625
337.0,113.0,,,,,8668.700000000012,8666.200000000012,0,-0.790129,0.34328493,-1.4629675,-0.1172905
338.0,113.0,,,,,9922.799999999988,9920.399999999963,-1,-0.6922896,0.34298366,-1.3645376,-0.020041585
339.0,113.0,,,,,9263.699999999952,9261.200000000012,0,-0.832948,0.34029844,-1.499933,-0.16596305
340.0,113.0,,,,,10610.000000000058,10607.5,-1,-0.73730785,0.33934185,-1.4024179,-0.072197795
341.0,113.0,,,,,9919.700000000012,9917.200000000012,0,-0.88037866,0.33744138,-1.5417638,-0.21899354
342.0,113.0,,,,,11063.300000000048,11060.799999999988,-1,-0.7706593,0.33736113,-1.4318871,-0.109431505
343.0,113.0,,,,,10352.000000000058,10349.500000000058,0,-0.91360235,0.33660248,-1.5733433,-0.2538615
344.0,113.0,,,,,11496.600000000037,11494.100000000037,-1,-0.80272543,0.33546564,-1.4602381,-0.14521277
345.0,113.0,,,,,10818.0,10815.5,0,-0.94928974,0.3357501,-1.6073599,-0.29121953
346.0,113.0,,,,,12058.700000000012,12056.099999999977,-1,-0.8438209,0.33318347,-1.4968605,-0.1907813
347.0,113.0,,,,,11456.400000000023,11453.900000000023,0,-0.99758095,0.3348224,-1.6538329,-0.34132904
348.0,113.0,,,,,12632.100000000037,12629.599999999977,-1,-0.8857085,0.33088002,-1.5342333,-0.23718369
349.0,113.0,,,,,12001.700000000012,11999.199999999952,0,-1.0390657,0.33393842,-1.693585,-0.3845464
350.0,113.0,,,,,13126.299999999988,13123.699999999952,-1,-0.9220439,0.3288303,-1.5665513,-0.2775365
301.0,114.0,,,,,599.2000000000116,598.2999999999884,0,4.6625566,1.229571,2.2525976,7.0725155
303.0,114.0,,,,,906.9000000000232,905.7000000000116,0,4.350286,1.1583828,2.0798557,6.620716
305.0,114.0,,,,,936.1000000000058,934.6999999999824,0,4.3373566,1.1554831,2.0726097,6.602103
307.0,114.0,,,,,1285.8999999999942,1284.4000000000233,0,3.9798348,1.0768521,1.8692048,6.0904646
308.0,114.0,,,,,231.60000000000585,230.0,1,5.065913,1.324706,2.4694896,7.662337
309.0,114.0,,,,,1377.6000000000058,1376.0,0,3.8997285,1.0596513,1.8228121,5.976645
310.0,114.0,,,,,422.0,420.2999999999884,1,4.8896937,1.2827128,2.3755765,7.403811
311.0,114.0,,,,,1851.9000000000235,1850.200000000012,0,3.4187596,0.95968634,1.5377743,5.2997446
312.0,114.0,,,,,978.1999999999824,976.3999999999652,1,4.329723,1.1537728,2.0683281,6.591118
313.0,114.0,,,,,2314.5,2312.6999999999825,0,2.9647336,0.8706813,1.2581983,4.671269
314.0,114.0,,,,,1369.399999999965,1367.5,1,3.9401038,1.0683014,1.8462329,6.0339746
315.0,114.0,,,,,2859.0,2857.100000000006,0,2.4327657,0.77323014,0.91723466,3.9482968
316.0,114.0,,,,,1991.999999999971,1990.0999999999767,1,3.309971,0.93787867,1.4717289,5.1482134
317.0,114.0,,,,,3451.0,3449.0999999999767,0,1.860704,0.67682445,0.53412795,3.18728
318.0,114.0,,,,,2480.2999999999884,2478.2999999999884,1,2.8286505,0.8450434,1.1723653,4.4849358
319.0,114.0,,,,,3743.9000000000233,3741.9000000000233,0,1.5968122,0.6353013,0.35162175,2.8420029
320.0,114.0,,,,,2840.399999999965,2838.400000000024,1,2.5059245,0.78618866,0.96499467,4.046854
321.0,114.0,,,,,4150.499999999942,4148.4000000000815,0,1.2172139,0.57882357,0.08271968,2.351708
322.0,114.0,,,,,3299.0999999999185,3297.0,1,2.1607563,0.7188023,0.7519039,3.5696087
323.0,114.0,,,,,4463.799999999988,4461.700000000012,0,0.94792885,0.541064,-0.11255664,2.0084143
324.0,114.0,,,,,3602.700000000012,3600.600000000093,1,1.9380586,0.68261874,0.6001259,3.2759914
325.0,114.0,,,,,4958.5,4956.400000000023,0,0.50801414,0.48765492,-0.44778955,1.4638178
326.0,114.0,,,,,4133.800000000047,4131.600000000035,1,1.5103986,0.6203037,0.29460335,2.726194
327.0,114.0,,,,,5456.000000000058,5453.900000000023,0,0.087655604,0.44233555,-0.7793221,0.9546333
328.0,114.0,,,,,4590.0,4587.800000000047,1,1.1835859,0.57059133,0.06522679,2.301945
329.0,114.0,,,,,5802.299999999988,5800.099999999977,0,-0.099591374,0.41182137,-0.9067613,0.70757854
330.0,114.0,,,,,4994.499999999942,4992.299999999988,1,0.9101338,0.5279531,-0.12465435,1.944922
331.0,114.0,,,,,6320.099999999919,6317.899999999965,0,-0.30310974,0.38854632,-1.0646605,0.45844105
332.0,114.0,,,,,5551.900000000023,5549.700000000012,1,0.58088344,0.47969827,-0.35932517,1.521092
333.0,114.0,,,,,6714.100000000035,6711.899999999965,0,-0.51283514,0.36539313,-1.2290057,0.2033354
334.0,114.0,,,,,5932.400000000023,5930.200000000012,1,0.428855,0.45442772,-0.46182334,1.3195333
335.0,114.0,,,,,7138.499999999942,7136.200000000012,0,-0.6769299,0.3497228,-1.3623866,0.008526802
336.0,114.0,,,,,6258.299999999988,6256.0,1,0.3129722,0.44070062,-0.55080104,1.1767454
337.0,114.0,,,,,7336.0,7333.699999999953,0,-0.6909552,0.3484614,-1.3739395,-0.00797087
338.0,114.0,,,,,6525.799999999988,6523.5,1,0.22678286,0.4318201,-0.61958456,1.0731503
339.0,114.0,,,,,7772.800000000047,7770.499999999942,0,-0.7224748,0.34562004,-1.3998902,-0.045059502
340.0,114.0,,,,,7103.400000000023,7101.0,1,0.048130095,0.41197798,-0.7593468,0.855607
341.0,114.0,,,,,8475.399999999965,8473.099999999977,0,-0.7773811,0.3416517,-1.4470185,-0.10774374
342.0,114.0,,,,,7802.799999999988,7800.5,1,-0.181108,0.38617977,-0.93802035,0.57580435
343.0,114.0,,,,,9118.999999999942,9116.599999999977,0,-0.823878,0.3383795,-1.4871018,-0.16065413
344.0,114.0,,,,,8539.29999999993,8536.899999999907,1,-0.4946739,0.36636618,-1.2127516,0.22340381
345.0,114.0,,,,,9713.0,9710.599999999977,0,-0.8671919,0.33593154,-1.5256177,-0.2087661
346.0,114.0,,,,,9056.699999999952,9054.300000000048,1,-0.7015167,0.35371867,-1.3948053,-0.008228064
347.0,114.0,,,,,10263.899999999963,10261.399999999963,0,-0.9090862,0.3350426,-1.5657697,-0.25240272
348.0,114.0,,,,,9566.599999999977,9564.099999999977,1,-0.87906283,0.3419156,-1.5492175,-0.2089082
349.0,114.0,,,,,10739.399999999963,10736.899999999963,0,-0.94546807,0.33418936,-1.6004792,-0.2904569
350.0,114.0,,,,,10063.500000000058,10061.0,1,-1.3214728,0.4151513,-2.1351693,-0.5077762
300.0,115.0,,,,,733.5000000000291,733.6999999999825,-1,5.4589534,1.4206777,2.6744251,8.243482
302.0,115.0,,,,,1366.9000000000233,1366.6000000000058,-1,4.736893,1.2468389,2.293089,7.1806974
303.0,115.0,,,,,317.7999999999884,317.3999999999942,0,5.512024,1.4338727,2.7016335,8.322414
304.0,115.0,,,,,1797.8000000000466,1797.2000000000116,-1,4.2577815,1.137722,2.0278463,6.4877167
